Close,Datetime,High,Low,Open,Volume
90,1611662400000,90.01,88.88,88.89,16480
89.35,1611662460000,89.98,89,89.98,4793
87.8,1611662520000,89.47,87.7,89.45,20046
86.93,1611662580000,90,86.93,87.6,23788
87.01,1611662640000,87.8,86.39,86.5,17892
88.5,1611662700000,88.58,86.9,87.11,5986
88.3,1611662760000,89.29,88,88.47,18946
88,1611662820000,88.51,87.5,88.33,4915
87.76,1611662880000,88.17,87.75,88.11,1451
88.12,1611662940000,88.8,87.99,88,5535
88.4,1611663000000,88.4,88.25,88.25,2413
88.24,1611663060000,88.65,87.79,88.51,6173
88,1611663120000,88.27,87.81,88.15,3354
88.21,1611663180000,88.45,87.8,88.27,6864
88.5,1611663240000,88.96,87.65,88.02,7133
88.52,1611663300000,89.25,88.5,88.76,4900
89.3,1611663360000,89.99,88.57,88.72,22695
90.33,1611663420000,90.6,89.3,89.47,57719
92.47,1611663480000,92.48,90.37,90.39,39641
92.72,1611663540000,93.84,92.47,92.47,33675
91.95,1611663600000,93.3,91.3,93.3,11409
90.86,1611663660000,91.74,89.76,91.42,13665
91.24,1611663720000,91.35,90.68,90.79,10181
91.3,1611663780000,92.27,91.13,91.3,14975
91.62,1611663840000,91.81,91,91,2743
91.72,1611663900000,92.27,91.6,91.7,20907
91.3,1611663960000,92.3,91.3,91.89,8238
91.49,1611664020000,91.81,91.4,91.47,2131
91.99,1611664080000,92,91.5,91.52,7442
93.47,1611664140000,93.59,91.95,91.95,14536
94.2,1611664200000,94.2,93.18,93.38,28456
92.54,1611664260000,94.3,92.45,94.21,11124
93.78,1611664320000,93.89,92.83,92.83,4175
93.93,1611664380000,94,93.5,93.82,9853
93.99,1611664440000,94.39,93.81,93.81,13172
93.21,1611664500000,94.39,92.86,94.26,22381
93.25,1611664560000,93.5,92.86,92.97,7206
92.62,1611664620000,93.5,92.5,93.13,15939
92.3,1611664680000,92.77,91.54,92.77,13649
92.3,1611664740000,92.3,91.9,92.08,6836
92.07,1611664800000,92.4,92.07,92.4,1061
91.22,1611664860000,92.05,91.22,92.05,5388
91.99,1611664920000,92.21,91.77,91.77,3772
92.3,1611664980000,92.3,91.9,91.98,2636
92.51,1611665040000,92.51,92.2,92.2,1246
92.92,1611665100000,92.95,92.57,92.62,10312
92.13,1611665160000,92.97,92.03,92.97,8022
92.6,1611665220000,92.95,92.15,92.28,7767
91.4,1611665280000,92.45,91.22,92.26,6892
91.99,1611665340000,92,91.7,91.75,2381
91.81,1611665400000,92,91.81,92,1893
92,1611665460000,92.25,91.88,92,5469
91.72,1611665520000,92.25,91.72,92.18,2661
92.21,1611665580000,92.21,91.8,91.8,1810
92,1611665640000,92.04,91.82,92.04,1651
92.2,1611665700000,92.25,92.15,92.15,1646
92.2,1611665760000,92.49,92,92.15,6206
92.35,1611665820000,92.6,92.12,92.49,16807
91.61,1611665880000,92.4,91.54,92.4,5802
91.51,1611665940000,91.75,91.51,91.64,1644
91.65,1611666000000,92,91.62,91.62,6321
90.5,1611666060000,91.53,90.34,91.5,22650
90.78,1611666120000,91,90.42,90.42,5983
90.95,1611666180000,91,90.45,90.9,7082
90.5,1611666240000,90.88,90.43,90.8,8374
90.7499,1611666300000,90.75,90.4,90.4,2059
91.32,1611666360000,91.32,90.4,90.51,24032
90.89,1611666420000,91.16,90.5,91.16,8874
89.3,1611666480000,90.87,89.26,90.87,25089
88.62,1611666540000,89.64,88.6,89.64,9758
89.5,1611666600000,89.88,88.7,88.7,6614
89.75,1611666660000,89.75,89.37,89.37,2065
89.55,1611666720000,89.8,89.55,89.59,4855
89.5,1611666780000,89.51,89,89.51,3161
90,1611666840000,90,89.39,89.39,5045
90.4,1611666900000,90.45,89.9,89.99,10733
90.45,1611666960000,90.45,90.14,90.4,6215
89.83,1611667020000,90.55,89.49,90.45,7371
88.5,1611667080000,89.8,88.5,89.61,12708
87.15,1611667140000,88.7999,87,88.5,32308
87.8,1611667200000,87.96,86.5,87.16,10300
87.88,1611667260000,87.99,87.25,87.82,6908
87.86,1611667320000,88.18,87.81,87.81,15161
87.9799,1611667380000,88,87.25,87.86,5873
88,1611667440000,88,87.97,87.9799,1737
88.3,1611667500000,88.78,87.8,88,22803
88.41,1611667560000,88.6299,88.15,88.6299,2254
88.5,1611667620000,88.64,88.45,88.45,7323
88.95,1611667680000,89,88.5,88.5,12723
89.3,1611667740000,89.35,88.75,89,6807
89.72,1611667800000,90,88.81,89.3,10654
89.7,1611667860000,89.75,89.55,89.74,2943
89.3,1611667920000,89.64,89.3,89.64,5075
89.44,1611667980000,89.64,89.4398,89.57,3279
89.16,1611668040000,89.42,89,89.31,3630
88.25,1611668100000,89,87.77,88.8,10823
88.25,1611668160000,89,87.9502,88.01,51831
88,1611668220000,88.5,88,88.21,3383
88.24,1611668280000,88.25,88,88,6040
89.05,1611668340000,89.34,88.24,88.24,49232
88.84,1611668400000,89.3,88.52,89.2,2113
88.5,1611668460000,88.9,88.5,88.9,2501
88.39,1611668520000,88.64,88.31,88.5,4798
88.65,1611668580000,88.65,88.25,88.45,4299
88.31,1611668640000,88.66,88.31,88.6,5753
88.84,1611668700000,89,88.31,88.31,2939
89,1611668760000,89.5,88.825,88.9,11416
89.04,1611668820000,89.46,89.04,89.25,1409
89.18,1611668880000,89.39,89,89.19,15914
89.21,1611668940000,89.3,89,89,2399
88.91,1611669000000,89.36,88.91,89.2,6993
89.02,1611669060000,89.2,88.9899,88.9899,2059
89.19,1611669120000,89.19,88.77,88.9,5321
88.86,1611669180000,89.17,88.5,89.17,3291
88.8,1611669240000,88.93,88.69,88.93,1756
88.4,1611669300000,88.75,88.27,88.75,18608
88.15,1611669360000,88.4,88.1401,88.4,5864
88.26,1611669420000,88.26,88.03,88.23,2437
89.5,1611669480000,89.5099,88.26,88.26,13104
89.25,1611669540000,89.5,88.5,89.3,10770
88.85,1611669600000,89.5,88.5,89,31802
88.52,1611669660000,88.9,88.5,88.61,9017
86,1611669720000,88.79,86,88.52,35467
82.9,1611669780000,86.46,82,86,56250
83.5,1611669840000,84.92,82,83,29916
85,1611669900000,85.07,83.66,83.66,20614
84.25,1611669960000,85.35,84.25,85.16,17642
82.89,1611670020000,84.53,82.06,84.18,30788
83,1611670080000,83,81.05,82.16,32738
83.96,1611670140000,83.96,82.01,82.48,26535
84.11,1611670200000,84.21,83.71,83.93,14278
83.93,1611670260000,84.3,83.7,84.06,13710
84.99,1611670320000,84.99,83.9,83.97,16240
85.86,1611670380000,85.9,84.59,84.99,13392
85.92,1611670440000,86.03,85.65,85.71,22102
85.84,1611670500000,86,85.67,86,12295
85.81,1611670560000,86,85.67,85.67,15230
85.5,1611670620000,85.96,85,85.81,18566
84.66,1611670680000,85.85,84.6,85.5,11430
85.58,1611670740000,85.76,84.65,84.85,8056
85.99,1611670800000,86,85.73,85.73,21046
85.74,1611670860000,86,85.62,86,11450
86.3201,1611670920000,87,85.58,85.71,18914
87.36,1611670980000,87.5,86.12,86.85,15416
