Close,Datetime,High,Low,Open,Volume
171.68,1582005600000,172,166.472,168.32,83491845
183.484,1582092000000,188.956,180.204,184.7,127114790
179.882,1582178400000,182.4,171.988,182.39,88174465
180.2,1582264800000,182.612,176.09,181.396,71697230
166.758,1582524000000,172.7,164.44,167.8,75960815
159.982,1582610400000,171.32,157.4,169.8,86452405
155.76,1582696800000,162.662,155.222,156.5,70769215
135.8,1582783200000,147.954,133.8,146,121385800
133.598,1582869600000,138.104,122.304,125.94,122820855
148.724,1583128800000,148.738,137.334,142.252,100974955
149.102,1583215200000,161.396,143.22212,161,128920015
149.9,1583301600000,153.304,144.9469,152.79206,75244885
144.908,1583388000000,149.15,143.614,144.754,54263285
140.696,1583474400000,141.4,136.854,138.0007,63314590
121.6,1583730000000,132.5996,121,121.078,85368700
129.066,1583816400000,133.6,121.6,131.886,77972215
126.846,1583902800000,130.716,122.6,128.04,67067935
112.11,1583989200000,118.9,109.25,116.178,94545260
109.324,1584075600000,121.514,100.4,119,113201270
89.014,1584334800000,98.97398,88.434,93.89994,102447320
86.04,1584421200000,94.37,79.2,88.002,119972900
72.244,1584507600000,80.972,70.102,77.8,118930810
85.528,1584594000000,90.4,71.692,74.9393,150977300
85.506,1584680400000,95.4,85.158,87.64,141427510
86.858,1584939600000,88.39998,82.1,86.72,82272745
101,1585026000000,102.738,94.8,95.46,114475850
107.85,1585112400000,111.4,102.222,109.05,106113725
105.632,1585198800000,112,102.45,109.478,87110410
102.872,1585285200000,105.16,98.806,101,71887040
100.426,1585544400000,103.32942,98.246,102.052,59990335
104.8,1585630800000,108.592,99.4,100.25,88857425
96.312,1585717200000,102.79096,95.02,100.8,66765900
90.894,1585803600000,98.85198,89.28,96.206,99292135
96.002,1585890000000,103.098,93.67802,101.9,112810380
103.248,1586149200000,104.2,99.592,102.24,74509180
109.09,1586235600000,113,106.468,109,89598920
109.768,1586322000000,111.44162,106.666,110.84,63280120
114.6,1586408400000,115.03636,111.422,112.418,68250000
130.19,1586754000000,130.4,116.106,118.032,112377105
141.978,1586840400000,148.376,138.486,139.794,152882555
145.966,1586926800000,150.626,142,148.4,117885005
149.042,1587013200000,151.89,141.343,143.388,103289310
150.778,1587099600000,154.99,149.532,154.456,65641185
149.272,1587358800000,153.114,142.442,146.54,73732885
137.344,1587445200000,150.666,134.758,146.024,101045465
146.422,1587531600000,146.8,137.742,140.796,71124155
141.126,1587618000000,146.8,140.626,145.52,66183485
145.03,1587704400000,146.146,139.636,142.162,66188060
159.75,1587963600000,159.898,147,147.522,103407210
153.824,1588050000000,161,151.338,159.128,76109820
160.102,1588136400000,160.63998,156.632,158.034,81079910
156.376,1588222800000,173.964,152.7,171.038,142359270
140.264,1588309200000,154.554,136.608,151,162659035
152.238,1588568400000,152.4,139.6,140.2,96185450
153.642,1588654800000,159.784,152.436,157.958,84958280
156.516,1588741200000,157.96,152.222,155.3,55616155
156.008,1588827600000,159.28,154.47,155.442,57638430
163.884,1588914000000,164.8,157.402,158.754,80650435
162.258,1589173200000,164.8,157,158.102,82598005
161.882,1589259600000,168.658,161.6,165.4,79534525
158.192,1589346000000,165.2,152.66,164.166,95327455
160.666,1589432400000,160.672,152.8,156,68410940
159.834,1589518800000,161.00972,157.3104,158.07,52592140
162.726,1589778000000,166.94402,160.776,165.556,58490510
161.602,1589864400000,164.414,161.216,163.034,48182610
163.112,1589950800000,165.2,162.36,164.1,36546355
165.52,1590037200000,166.5,159.2,163.2,61272920
163.376,1590123600000,166.356,162.4,164.4347,49937375
163.774,1590469200000,166.92,163.141,166.9,40448680
164.046,1590555600000,165.542,157,164.172,57747650
161.162,1590642000000,164.95,160.338,162.702,36378870
167,1590728400000,167,160.842,161.75,59062445
179.62,1590987600000,179.8,170.82,171.6,75426485
176.312,1591074000000,181.732,174.2,178.94,67827980
176.592,1591160400000,179.588,176.02,177.624,39747345
172.876,1591246800000,179.15,171.688,177.976,44438565
177.132,1591333200000,177.304,173.24,175.568,39059585
189.984,1591592400000,190,181.832,183.8,70873635
188.134,1591678800000,190.88798,184.7862,188.002,56940770
205.01,1591765200000,205.496,196.5,198.376,92817065
194.568,1591851600000,203.79198,194.4,198.04,79582410
187.056,1591938000000,197.596,182.52,196,83816870
198.18,1592197200000,199.768,181.7,183.558,78485890
196.426,1592283600000,202.576,192.478,202.37,70255390
198.358,1592370000000,201,196.5142,197.542,49454000
200.792,1592456400000,203.84,198.89416,200.6,48759680
200.18,1592542800000,203.19398,198.268,202.556,43398745
198.864,1592802000000,201.776,198.004,199.99,31811750
200.356,1592888400000,202.4,198.80202,199.776,31826355
192.17,1592974800000,200.17692,190.62828,198.822,54797965
197.196,1593061200000,197.196,187.43,190.854,46272745
191.948,1593147600000,199,190.974,198.956,44274540
201.87,1593406800000,202,189.70402,193.802,45132020
215.962,1593493200000,217.538,200.746,201.3,84592505
223.926,1593579600000,227.066,216.1,216.6,66634480
241.732,1593666000000,245.6,237.12,244.296,86250575
274.316,1594011600000,275.558,253.2088,255.338,102849320
277.972,1594098000000,285.9,267.342,281.002,107448305
273.176,1594184400000,283.452,262.268,281,81556560
278.856,1594270800000,281.712,270.256,279.398,58587990
308.93,1594357200000,309.783,275.20202,279.2,116687765
299.412,1594616400000,358.998,294.22202,331.8,194926810
303.36,1594702800000,318,286.2,311.2,117090700
309.202,1594789200000,310,291.4,308.6,81839145
